NationalDrugCode,NdcDescription,NumberOfClaims
43900093139,BOOST PLUS   LIQ VANILLA,1
43975021710,INDAPAMIDE   TAB 1.25MG,284
43975022010,CARBIDOPA    TAB 25MG,1765
43975025205,TEMOZOLOMIDE CAP 5MG,6
43975025214,TEMOZOLOMIDE CAP 5MG,2
43975025305,TEMOZOLOMIDE CAP 20MG,9
43975025405,TEMOZOLOMIDE CAP 100MG,16
43975025414,TEMOZOLOMIDE CAP 100MG,1
43975025505,TEMOZOLOMIDE CAP 140MG,9
43975025514,TEMOZOLOMIDE CAP 140MG,3
43975025605,TEMOZOLOMIDE CAP 180MG,2
43975025614,TEMOZOLOMIDE CAP 180MG,1
43975025705,TEMOZOLOMIDE CAP 250MG,2
43975030410,INDAPAMIDE   TAB 2.5MG,403
44001032105,FACTIVE      TAB 320MG,57
44001032107,FACTIVE      TAB 320MG,31
44004080220,SPECTRACEF   TAB 400MG,239
44004080228,SPECTRACEF   TAB 400MG,52
44009080120,CEFDITOREN   TAB 200MG,2
44009080220,CEFDITOREN   TAB 400MG,335
44087000407,SEROSTIM     INJ 4MG,331
44087000507,SEROSTIM     INJ 5MG,633
44087000601,SEROSTIM     INJ 6MG,1
44087000607,SEROSTIM     INJ 6MG,6171
44087002203,REBIF        INJ 22/0.5,8276
44087004401,REBIF        INJ 44/0.5,4
44087004403,REBIF        INJ 44/0.5,122600
44087018801,REBIF REBIDO SOL TITRATN,1054
44087025001,OVIDREL      INJ 250MCG,12
44087080406,CRINONE      GEL 4% VAG,5
44087080806,CRINONE      GEL 8% VAG,20
44087081808,CRINONE      GEL 8% VAG,134
44087100502,SAIZEN       INJ 5MG,336
44087108001,SAIZEN       INJ 8.8MG,4762
44087108801,SAIZEN       INJ 8.8MG,1762
44087111201,GONAL-F RFF  INJ 450,3943
44087111301,GONAL-F RFF  INJ 300,5940
44087111401,GONAL-F RFF  INJ 900,20135
44087111501,GONAL-F RFF  INJ 300/0.5,3724
44087111601,GONAL-F RFF  INJ 450/0.75,2213
44087111701,GONAL-F RFF  INJ 900/1.5,12151
44087115001,OVIDREL      INJ,50608
44087120301,CETROTIDE    KIT 3MG,257
44087122501,CETROTIDE    KIT 0.25MG,6550
44087137501,LUVERIS      INJ 75UNIT,538
44087201003,EGRIFTA      INJ 1MG,1336
44087201102,EGRIFTA      SOL 2MG,2176
44087332201,REBIF REBIDO INJ 22/0.5,1191
44087334401,REBIF REBIDO INJ 44/0.5,16456
44087338807,ZORBTIVE     INJ 8.8MG,6
44087809001,SEROPHENE    TAB 50MG,28
44087809006,SEROPHENE    TAB 50MG,26
44087882201,REBIF TITRTN SOL PACK,2298
44087900501,GONAL-F RFF  INJ 75UNIT,213
44087900506,GONAL-F RFF  INJ 75UNIT,2596
44087903001,GONAL-F      INJ 450UNIT,6287
44087907001,GONAL-F      INJ 1050UNIT,1442
44087907503,GONAL-F      INJ 75UNIT,1
44118075030,DUET DHA     MIS BALANCED,2389
44118077530,DUET DHA     MIS BALANCED,42
44118080030,DUET DHA     MIS BALANCED,1605
44118080730,DUET DHA 400 MIS 25-1-400,930
44118080830,DUET DHA 430 MIS 25-1-430,34
44118080930,DUET DHA 400 MIS 25-1-400,62
44118081030,DUET DHA 430 MIS 25-1-430,73
44118090290,NATACHEW     CHW,752
44178055201,ARIDOL       KIT,9
44183001090,VITACIRC-B   TAB,1222
44183002090,ALZ-NAC      TAB,255
44183007531,L-METHYLFOLA TAB 7.5MG,150
44183015090,L-METHYLFOLA TAB 15MG,849
44183018002,CEFTIBUTEN   SUS 180/5ML,1315
44183020130,TRIP-PSE     LIQ,1
44183020316,BP 8 COUGH   LIQ,97
44183020816,PYRIL D      SUS 16-5MG/5,99
44183021016,PYRIL DM     SUS,508
44183022016,BROM/PSE/DM  SYP,17
44183031116,BPM-PSE-DM   LIQ 4-20-20,402
44183031316,BPM-PE-DM    LIQ 4-10-20,399
44183032031,MACNATAL CN  CAP DHA,2400
44183032731,L-METHYLFOLA CAP PNV DHA,1
44183033090,FOLIC ACID   TAB,108
44183036287,Z-PRAM       KIT 2.35-1%,33
44183040022,CEFTIBUTEN   CAP 400MG,919
44183040101,CHLORD/CLIDI CAP 5-2.5MG,29460
44183044001,ISOMETH/APAP CAP DICHLOR,42576
44183044201,NODOLOR      CAP,820
44183050735,ZEMA-PAK     PAK 10 DAY,1153
44183050851,ZEMA-PAK     PAK 13 DAY,684
44183050921,ZEMA-PAK     PAK 6 DAY,1982
44183051016,CHLOR/PSE/DM SUS,360
44183051204,V-HIST       SUS 6-10MG/5,453
44183051404,V-COF        SUS,651
44183051516,PE/CPM       SUS,784
44183055030,CARDEC DM    DRO,27
44183088031,DESVENLAFAX  TAB 50MG ER,1229
44183088090,DESVENLAFAX  TAB 50MG ER,42
44183089031,DESVENLAFAX  TAB 100MG ER,649
44183089090,DESVENLAFAX  TAB 100MG ER,19
44183090004,SPINOSAD     SUS 0.9%,3503
44184001602,POT BICARBON TAB 25MEQ EF,14
44184001702,POT CHLORIDE POW 20MEQ,28
44184001704,POT CHLORIDE POW 20MEQ,10
44184001709,POT CHLORIDE POW 20MEQ,1
44184002406,POTASSIUM    TAB 25MEQ EF,1
44184002502,POT BICAR/CL TAB 25MEQ EF,1
44206025105,ALBUMIN HUM  INJ 25%,3
44206025110,ALBUMIN HUM  INJ 25%,2
44206030001,RHOPHYLAC    INJ 1500/2ML,219
44206030010,RHOPHYLAC    INJ 1500/2ML,11
44206031025,ALBURX       INJ 5%,68
44206041603,CARIMUNE NF  INJ 3GM,166
44206041706,CARIMUNE NF  INJ 6GM,501
44206041812,CARIMUNE NF  INJ 12GM,412
44206043605,PRIVIGEN     INJ 5 GRAMS,809
44206043710,PRIVIGEN     INJ 10GRAMS,1653
44206043820,PRIVIGEN     INJ 20GRAMS,970
44206043940,PRIVIGEN     INJ 40GRAMS,121
44206045101,HIZENTRA     INJ 1GM/5ML,3968
44206045202,HIZENTRA     INJ 2GM/10ML,3544
44206045404,HIZENTRA     INJ 4GM/20ML,8206
44206045510,HIZENTRA     INJ 10/50ML,1750
44206050756,CARIMUNE     INJ 6GM,57
44206053211,CYTOGAM      INJ,2
44229014010,PARI MASK    MIS ADLT PVC,2
44229031001,MINI WRIGHT  MIS PEAK FLO,3
44229031017,TRUZONE PEAK MIS FLOW MTR,5
44229044044,BUBBLES PEDI MIS MASK,2
44229085002,PRONEB ULTRA MIS 3YR WARR,2
44411010360,AVAILNEX     CHW 750MG,1
44411103004,CESINEX 30   SUS,1
44411105004,CESINEX 50   SUS,2
44411106004,CESINEX 60   SUS,1
44437012622,HCG          INJ 10000U,4
44444444444,OVERPYMT ON MEM TERM,3915
44514030390,THSC DILANTN CAP 100MG,1
44523004520,TINIDAZOLE   TAB 500MG,5
44523004560,TINIDAZOLE   TAB 500MG,1
44523041501,POT CITRATE  TAB 1620MG,18574
44523042540,TINIDAZOLE   TAB 250MG,776
44523045020,TINIDAZOLE   TAB 500MG,23390
44523045060,TINIDAZOLE   TAB 500MG,575
44523051008,SOD SULFACET SHA 10%,829
44523052002,SOD SUL/SULF CRE 10-5%,296
44523053502,SOD SUL/SULF CRE 10-2%,1028
44523054202,SOD SUL/SULF CRE 10-5%,1280
44523055008,SOD SUL/SULF LIQ 10-2%,2762
44523056008,SOD SUL/SULF EMU 10-5%,6114
44523056812,SOD SULFACET GEL 10%,1375
44523060201,SOD SUL/SULF LOT 10-5%,530
44523060301,SOD SUL/SULF CRE 10-5%,875
44523060401,SOD SUL/SULF SUS 10-5%,163
44523060612,SODIUM SULFA LIQ 10% WASH,1012
44523060616,SODIUM SULFA LIQ 10% WASH,2009
44523060701,SOD SUL/SULF LOT 10-5%,1485
44523060702,SOD SUL/SULF LOT 10-5%,818
44523060923,SOD SUL/SULF KIT,13
44523061260,SOD SUL/SULF PAD 10-4%,147
44523061306,SODIUM SULFA LIQ 10% WASH,793
44523061623,SULF/SUNSCRN KIT 9-4.5%,6
44523082501,CARBINOXAMIN TAB 4MG,433
44567010110,AMPICILLIN   INJ 500MG,3
44567010210,AMPICILLIN   INJ 1GM,16
44567010310,AMPICILLIN   INJ 2GM,163
44567010410,AMPICILLIN   INJ 10GM,82
44567021010,AMP-SULBACTA INJ 1-0.5GM,5
44567021110,AMP-SULBACTA INJ 3GM,104
44567021201,AMP-SULBACTA INJ 10-5GM,26
44567022110,NAFCILLIN    INJ 1GM,1
44567022210,NAFCILLIN    INJ 2GM,66
44567022301,NAFCILLIN    INJ 10GM,65
44567023525,CEFTAZIDIME  INJ 1GM,609
44567023610,CEFTAZIDIME  INJ 2GM,186
44567023706,CEFTAZIDIME  INJ 6GM,213
44567024010,CEFEPIME     INJ 1GM,1008
44567024110,CEFEPIME     INJ 2GM,717
44567024525,CEFOXITIN    INJ 1GM,20
44567024625,CEFOXITIN    INJ 2GM,3
44567024710,CEFOXITIN    INJ 10GM,27
44567031110,PENICILLN GK INJ 5MU,31
44567031201,PENICILLN GK INJ 20MU,87
44567043524,LEVOFLOX/D5W INJ 250/50ML,8
44567043624,LEVOFLOX/D5W INJ 500/100M,14
44567043724,LEVOFLOX/D5W INJ 750/150,6
44567070025,CEFTRIAXONE  INJ 500MG,8
44567070125,CEFTRIAXONE  INJ 1GM,2833
44567070225,CEFTRIAXONE  INJ 2GM,268
44567070301,CEFTRIAXONE  INJ 10GM,138
44567070625,CEFAZOLIN    INJ 500MG,1
44567070725,CEFAZOLIN    INJ 1GM,116
44567070810,CEFAZOLIN    INJ 10GM,210
44567080110,PIPER/TAZOBA INJ 2-0.25GM,121
44567080210,PIPER/TAZOBA INJ 3-0.375G,306
44567080310,PIPER/TAZOBA INJ 4-0.5GM,381
44567080401,PIPER/TAZOBA INJ 36-4.5GM,193
44567088210,PIPER/TAZOBA INJ 3-0.375G,198
44677010020,HPA LANOLIN  OIN,11
44677010201,LANSINOH     OIN BRSTFEED,1
44946100501,MULTIVIT/FL  CHW 0.5MG,6
44946100803,LUDENT       CHW 0.25MG F,17697
44946100903,LUDENT       CHW 0.5MG F,28337
44946100909,LUDENT       CHW 0.5MG F,8286
44946101003,LUDENT       CHW 1MG F,41760
44946101201,MULTIVIT/FL  CHW 0.25MG,1
44946101204,MULTIVIT/FL  CHW 0.25MG,6
44946101205,MULTIVIT/FL  CHW 0.25MG,1066
44946101301,MULTIVIT/FL  CHW 0.5MG,3
44946101302,MULTIVIT/FL  CHW 0.5MG,2
44946101304,MULTIVIT/FL  CHW 0.5MG,11
44946101305,MULTIVIT/FL  CHW 0.5MG,2986
44946101401,MULTIVIT/FL  CHW 1MG,2
44946101404,MULTIVIT/FL  CHW 1MG,2
44946101405,MULTIVIT/FL  CHW 1MG,2710
44946101503,LUDENT       CHW 0.25MG F,375
44946101603,LUDENT       CHW 0.5MG F,639
44946101703,LUDENT       CHW 1MG F,626
44946102005,MVC-FLUORIDE CHW 0.25MG,3597
44946102105,MVC-FLUORIDE CHW 0.5MG,10388
44946102205,MVC-FLUORIDE CHW 1MG,8141
44946102301,MULTIVIT/FL  CHW 0.25MG,23600
44946102401,MULTIVIT/FL  CHW 0.5MG,60262
44946102501,MULTIVIT/FL  CHW 1MG,43535
44946103208,SOD FLUORIDE DRO 0.5MG/ML,19963
44946103508,TRI-VIT/FLUO DRO 0.25MG,5185
44946103608,TRI-VIT/FLUO DRO 0.5MG,78
44946104105,PRENATA      CHW 29-1MG,869
44946104501,PNV PRENATAL TAB PLUS,21421
44946104504,PNV PRENATAL TAB PLUS,198
44946104509,PNV PRENATAL TAB PLUS,5129
44946104600,PNV FOLIC AC TAB  + IRON,25
44946105008,SOD FLUORIDE SOL 0.2%,392
44946200106,PRENATAL PLS MIS MV + DHA,354
44946200508,MULTIVIT/FL  DRO 0.25MG,84
45043000102,CHOLBAM      CAP 50MG,16
45043055840,VECAMYL      TAB 2.5MG,61
45043087640,CHENODAL     TAB 250MG,104
45129019911,SELECT CMFT  MIS SOCKS,9
45334010016,ROBATHOL     OIL,4
45334020012,FREE & CLEAR SHA,8
45334021012,FREE & CLEAR LIQ CONDITIO,3
45334030001,VANICREAM    CRE,84
45334030004,VANICREAM    CRE,14
45334030016,VANICREAM    CRE,15
45334030040,VANICREAM    CRE,1
45334031008,VANICREAM    LOT LITE,15
45334031016,VANICREAM    LOT LITE,1
45334032039,VANICREAM    BAR,6
45334035304,VANICREAM    CRE SPF30,6
45334035604,VANICREAM    CRE SPF 50+,5
45334060002,VANIPLY      OIN 1%,1
45565030501,DIFIL-G      TAB 200-200,3
45567055501,SESTAMIBI    KIT TC99M,1
45737060110,BIOREGESIC   TAB 50-650MG,1
45749001536,VSL#3        PAK JUNIOR,10
45749001778,VSL#3        PAK,146
45749001780,VSL#3        PAK,47
45749001781,VSL#3        CAP,58
45749001782,VSL#3 DS     PAK,2565
45802000125,NICOTINE POL GUM 4MG MINT,7
45802000402,HYDROCORT    CRE 2.5%,15042
45802000403,HYDROCORT    CRE 2.5%,108274
45802000405,HYDROCORT    CRE 2.5%,1
45802000822,LORATADINE-D TAB 10-240MG,53
45802000852,LORATADINE-D TAB 10-240MG,74
45802001402,HYDROCORT    OIN 2.5%,56839
45802001405,HYDROCORT    OIN 2.5%,5681
45802001711,FLUOCINONIDE CRE 0.05%,6
45802001735,FLUOCINONIDE CRE 0.05%,6
45802001737,FLUOCINONIDE CRE 0.05%,9
45802001942,BETAMETH DIP CRE 0.05%,3
45802002146,BETAMETH DIP LOT 0.05%,38820
45802002635,N.T.A.       CRE,1
45802002637,N.T.A.       CRE,1
45802002683,AZELASTINE   SPR 0.15%,28790
45802002711,NTA          OIN,1
45802002735,NTA          OIN,1
45802002737,NTA          OIN,1
45802002801,OLOPATADINE  SPR 0.6%,8825
45802003846,ERYTHROMYCIN SOL 2%,24242
45802003983,AZELASTINE   SPR 0.15%,734
45802004064,SELENIUM SUL LOT 2.5%,111923
45802004201,CLINDESSE    CRE 2%,4950
45802004501,TRIAMCINOLON AER SPRAY,1571
45802004502,TRIAMCINOLON AER SPRAY,1734
45802004605,GENTAMICIN   OIN 0.1%,1
45802004611,GENTAMICIN   OIN 0.1%,17248
45802004635,GENTAMICIN   OIN 0.1%,37749
45802004811,NYSTATIN     OIN 100000,88929
45802004835,NYSTATIN     OIN 100000,28611
45802004935,TRIAMCINOLON OIN 0.5%,78380
45802005003,DIBUCAINE    OIN 1%,48
45802005301,BETAMETH VAL AER 0.12%,7226
45802005302,BETAMETH VAL AER 0.12%,19314
45802005405,TRIAMCINOLON OIN 0.025%,3151
45802005435,TRIAMCINOLON OIN 0.025%,38802
45802005436,TRIAMCINOLON OIN 0.025%,6802
45802005505,TRIAMCINOLON OIN 0.1%,117554
45802005529,TRIAMCINOLON OIN 0.1%,1
45802005535,TRIAMCINOLON OIN 0.1%,157529
45802005536,TRIAMCINOLON OIN 0.1%,142051
45802005611,GENTAMICIN   CRE 0.1%,20090
45802005635,GENTAMICIN   CRE 0.1%,47320
45802005911,NYSTATIN     CRE 100000,121965
45802005935,NYSTATIN     CRE 100000,35307
45802006001,BACITRACIN   OIN 500/GM,20
45802006003,BACITRACIN   OIN 500/GM,29
45802006101,TRIPLE ANTIB OIN,1
45802006103,TRIPLE ANTIB OIN,6
45802006305,TRIAMCINOLON CRE 0.025%,8454
45802006329,TRIAMCINOLON CRE 0.025%,8
45802006335,TRIAMCINOLON CRE 0.025%,39957
45802006336,TRIAMCINOLON CRE 0.025%,19347
45802006405,TRIAMCINOLON CRE 0.1%,183987
45802006429,TRIAMCINOLON CRE 0.1%,111
45802006435,TRIAMCINOLON CRE 0.1%,208838
45802006436,TRIAMCINOLON CRE 0.1%,252966
45802006535,TRIAMCINOLON CRE 0.5%,179333
45802006735,FLUOCIN ACET CRE 0.01%,1
45802006737,FLUOCIN ACET CRE 0.01%,5
45802006835,FLUOCIN ACET CRE 0.025%,5
45802006837,FLUOCIN ACET CRE 0.025%,3
45802006935,BETAMETH VAL CRE 0.1%,1
45802007662,IMIQUIMOD    CRE 5%,8119
45802008302,ERYTHROMYCIN GEL /BENZOYL,9012
45802008386,ERYTHROMYCIN GEL /BENZOYL,53143
45802008603,ZINC OXIDE   OIN 20%,1
45802008765,ALOGLIPTIN   TAB 6.25MG,118
45802008902,NICOTINE     LOZ 2MG MINT,32
45802009365,SIMVASTATIN  TAB 10MG,39
45802009375,SIMVASTATIN  TAB 10MG,97
45802009465,HYDROCORT/   KIT PRAMOXIN,4
45802009828,MESALAMINE   ENE 4GM,5006
45802009851,MESALAMINE   ENE 4GM,36851
45802010196,BENZOYL PER  GEL 2.5%,1288
45802010365,ALOGLIPTIN   TAB 12.5MG,578
45802010401,OLOPATADINE  SPR 0.6%,4
45802010501,FLUTICASONE  SPR 50MCG,15
45802010502,FLUTICASONE  SPR 50MCG,19
45802010639,LORATADINE-D TAB 5-120MG,345
45802010652,LORATADINE-D TAB 5-120MG,191
45802010660,LORATADINE-D TAB 5-120MG,337
45802011078,NICOTINE POL GUM 4MG MINT,4
45802011222,MUPIROCIN    OIN 2%,807400
45802011602,TESTOSTERONE GEL PUMP 1%,2942
45802011639,TESTOSTERONE GEL 1%(50MG),12805
45802011665,TESTOSTERONE GEL 1%(25MG),3629
45802011846,MOMETASONE   SOL 0.1%,26315
45802011859,MOMETASONE   SOL 0.1%,17189
45802011937,MOMETASONE   OIN 0.1%,18567
45802011942,MOMETASONE   OIN 0.1%,28282
45802012178,NAPROXEN     TAB 250MG,1
45802012190,NAPROXEN     TAB 250MG,1
45802012416,HC PRAMOXINE CRE 1-2.5%,2362
45802012464,HC PRAMOXINE CRE 1-2.5%,4822
45802012714,ONDANSETRON  TAB 4MG,1
45802012765,ONDANSETRON  TAB 4MG,26
45802012932,HALOBETASOL  CRE 0.05%,52454
45802012935,HALOBETASOL  CRE 0.05%,16598
45802013132,HALOBETASOL  OIN 0.05%,49480
45802013135,HALOBETASOL  OIN 0.05%,14211
45802013275,FENOFIBRATE  TAB 145MG,99465
45802013326,IBUPROFEN    SUS 100/5ML,2
45802013811,CICLOPIROX   CRE 0.77%,36810
45802013818,CICLOPIROX   CRE 0.77%,23720
45802013835,CICLOPIROX   CRE 0.77%,7429
45802014167,CICLOPIROX   SOL 8%,92877
45802014303,TRIPLE ANTIB OIN,1
45802014464,HC PRAMOXINE CRE 1-1%,5830
45802015065,ALOGLIPTIN   TAB 25MG,3952
45802015153,FLUOCINONIDE CRE 0.1%,6603
45802015194,FLUOCINONIDE CRE 0.1%,1319
45802015196,FLUOCINONIDE CRE 0.1%,1264
45802016972,ALOGLIPTIN/  TAB METFORM,523
45802017003,UREA         CRE 40%,888
45802017053,UREA         CRE 40%,2173
45802017077,UREA         CRE 40%,4785
45802017156,UREA         GEL 40%,4566
45802017453,MUSCLE RUB   CRE,1
45802017655,UREA         LOT 40%,2189
45802018202,TRETINOIN    CRE 0.025%,26587
45802018242,TRETINOIN    CRE 0.025%,45740
45802018302,TRETINOIN    CRE 0.1%,12927
45802018342,TRETINOIN    CRE 0.1%,33239
45802018478,IBUPROFEN    TAB 400MG,2766
45802018490,IBUPROFEN    TAB 400MG,27
45802020126,ACETAMINOPHN SUS 160/5ML,17
45802020326,ACETAMINOPHN SUS 160/5ML,2
45802020514,ONDANSETRON  TAB 8MG,7
45802020565,ONDANSETRON  TAB 8MG,32
45802020625,NICOTINE POL GUM 2MG MINT,29
45802021001,NITROGLYCRN  SPR 0.4MG,6378
45802021002,NITROGLYCRN  SPR 0.4MG,11520
45802021172,ALOGLIPTIN/  TAB METFORM,1856
45802021601,BENZOYL PER  GEL 5%,41
45802021696,BENZOYL PER  GEL 5%,289
45802022111,FLUTICASONE  OIN 0.005%,10014
45802022135,FLUTICASONE  OIN 0.005%,3932
45802022137,FLUTICASONE  OIN 0.005%,12163
45802022211,FLUTICASONE  CRE 0.05%,39697
45802022235,FLUTICASONE  CRE 0.05%,14351
45802022237,FLUTICASONE  CRE 0.05%,35597
45802023701,SALICYLIC AC SHA 6%,16109
45802023865,ALOG/PIOGLIP TAB 12.5-15,58
45802024101,CLOTRIMAZOLE CRE 1%,1
45802024501,LANSOPRAZOLE CAP 15MG DR,21
45802024502,LANSOPRAZOLE CAP 15MG DR,56
45802024503,LANSOPRAZOLE CAP 15MG DR,93
45802025735,MOMETASONE   CRE 0.1%,81600
45802025742,MOMETASONE   CRE 0.1%,91257
45802026065,ALOG/PIOGLIP TAB 12.5-30,50
45802026337,CLINDAMYCIN  PAD 1%,200078
45802026393,CLINDAMYCIN  PAD 1%,1297
45802026937,PERMETHRIN   CRE 5%,311013
45802027603,HYDROCORT    OIN 1%,4
45802028001,BENZOYL PER  LIQ 5% WASH,1932
45802028034,BENZOYL PER  LIQ 5% WASH,2955
45802028306,HYDROCORT    LOT 1%,73
45802028703,HC           CRE 2.5%,6
45802029265,SIMVASTATIN  TAB 80MG,35
45802029275,SIMVASTATIN  TAB 80MG,80
45802030321,PREDNISONE   PAK 10MG,18156
45802030367,PREDNISONE   PAK 10MG,7690
45802030465,ALOG/PIOGLIT TAB 12.5-45,4
45802030665,CITALOPRAM   TAB 10MG,29
45802030678,CITALOPRAM   TAB 10MG,507
45802030801,BENZOYL PER  GEL 10%,10
45802030896,BENZOYL PER  GEL 10%,101
45802031156,A/B OTIC     SOL,99
45802031256,EAR DROPS    SOL OTIC,1
45802031575,FENOFIBRATE  TAB 48MG,18637
45802031801,BENZOYL PER  LIQ 10% WASH,115
45802031834,BENZOYL PER  LIQ 10% WASH,111
45802033894,HYDROQUINONE CRE 4% TR,210
45802034405,NICOTINE POL LOZ 2MG MINT,318
45802034664,HYDROCORT/   KIT PRAMOXIN,4
45802035165,ALOG/PIOGLIT TAB 25-15MG,1026
45802035653,ARTHRICREAM  CRE 10%,9
45802035758,SALINE MIST  SPR 0.65%,6
45802035803,DIPHEN/ZINC  CRE 2-0.1%,2
45802036102,TRETINOIN    CRE 0.05%,29208
45802036142,TRETINOIN    CRE 0.05%,61672
45802036235,TRETINOIN    GEL 0.01%,4988
45802036242,TRETINOIN    GEL 0.01%,9269
45802036335,TRETINOIN    GEL 0.025%,5717
45802036342,TRETINOIN    GEL 0.025%,10459
45802036853,IMIQUIMOD    CRE 5%,8096
45802036862,IMIQUIMOD    CRE 5%,50718
45802037135,DESOXIMETAS  GEL 0.05%,28
45802037137,DESOXIMETAS  GEL 0.05%,55
45802037632,AUG BETAMET  CRE 0.05%,31936
45802037635,AUG BETAMET  CRE 0.05%,15184
45802038401,SIMVASTATIN  TAB 20MG,15
45802038465,SIMVASTATIN  TAB 20MG,21
45802038475,SIMVASTATIN  TAB 20MG,164
45802038493,SIMVASTATIN  TAB 20MG,42
45802039000,TACROLIMUS   OIN 0.03%,1504
45802039001,TACROLIMUS   OIN 0.03%,878
45802039002,TACROLIMUS   OIN 0.03%,470
45802039504,VITAMIN A&D  OIN,21
45802039601,GYNAZOLE-1   CRE 2%,1931
45802040046,CICLOPIROX   SUS 0.77%,18954
45802040049,CICLOPIROX   SUS 0.77%,7856
45802040109,CICLOPIROX   SHA 1%,57810
45802040265,ALOG/PIOGLIT TAB 25-30MG,1623
45802041059,NASAL RELIEF SPR 0.05%,5
45802041926,AMMONIUM LAC LOT 12%,72968
45802041954,AMMONIUM LAC LOT 12%,64865
45802042235,DESONIDE     CRE 0.05%,116071
45802042237,DESONIDE     CRE 0.05%,112721
45802042335,DESONIDE     OIN 0.05%,42923
45802042337,DESONIDE     OIN 0.05%,35211
45802042435,TRIDESILON   CRE 0.05%,3
45802042578,FEXOFENADINE TAB 60MG,2128
45802042778,IBUPROFEN    TAB 600MG,40
45802042790,IBUPROFEN    TAB 600MG,23905
45802043262,PSEUDOEPHEDR TAB 30MG,217
45802043321,DEXTROMETHOR SUS 30MG/5ML,3
45802043401,CLOTRIMAZOLE CRE 1%,150
45802043411,CLOTRIMAZOLE CRE 1%,847
45802043732,CLOBETASOL   AER 0.05%,32341
45802043733,CLOBETASOL   AER 0.05%,57839
45802043803,HYDROCORT    CRE 1%,337
45802043805,HYDROCORT    CRE 1%,13
45802044102,FLUTICASONE  LOT 0.05%,1164
45802044301,TRIAMCINOLON AER 55MCG/AC,863
45802045384,ADAPALENE    CRE 0.1%,59938
45802045535,HC VALERATE  CRE 0.2%,37203
45802045537,HC VALERATE  CRE 0.2%,29344
45802045542,HC VALERATE  CRE 0.2%,23868
45802046564,KETOCONAZOLE SHA 2%,468110
45802046611,ECONAZOLE    CRE 1%,129535
45802046635,ECONAZOLE    CRE 1%,39565
45802046653,ECONAZOLE    CRE 1%,163985
45802047253,HC PRAMOXINE CRE 2.5-1%,756
45802047264,HC PRAMOXINE CRE 2.5-1%,48247
45802047265,HC PRAMOXINE CRE 2.5-1%,727
45802048678,DOCUSATE SOD CAP 100MG,755
45802049326,AMMONIUM LAC CRE 12%,44273
45802049383,AMMONIUM LAC CRE 12%,63732
45802049535,DESOXIMETAS  CRE 0.25%,30989
45802049537,DESOXIMETAS  CRE 0.25%,65031
45802049614,DESOXIMETAS  OIN 0.25%,580
45802049696,DESOXIMETAS  OIN 0.25%,866
45802049801,GUAIFENESIN  TAB 600MG ER,227
45802049849,GUAIFENESIN  TAB 600MG ER,67
45802049858,GUAIFENESIN  TAB 600MG ER,557
45802049860,GUAIFENESIN  TAB 600MG ER,2508
45802049878,GUAIFENESIN  TAB 600MG ER,2380
45802049965,ALOG/PIOGLIT TAB 25-45MG,294
45802050701,CLINDAMY/BEN GEL 1-5%,2315
45802050702,CLINDAMY/BEN GEL 1-5%,7146
45802050703,CLINDAMY/BEN GEL 1-5%,789
45802050704,CLINDAMY/BEN GEL 1-5%,3883
45802051377,AMMONIUM LAC CRE 12%,319
45802052278,IBUPROFEN    TAB 800MG,2
45802052290,IBUPROFEN    TAB 800MG,36948
45802052526,AMMONIUM LAC LOT 12%,393
45802052555,AMMONIUM LAC LOT 12%,402
45802053232,KETOCONAZOLE AER 2%,3218
45802053233,KETOCONAZOLE AER 2%,5001
45802053478,NAPROXEN     TAB 375MG,98
45802053490,NAPROXEN     TAB 375MG,53
45802056201,CLINDAMYCIN  SOL 1%,7544
45802056202,CLINDAMYCIN  SOL 1%,24305
45802057178,FEXOFENADINE TAB 180MG,17572
45802057242,BISACODYL    SUP 10MG,1
45802059401,LEVOCETIRIZI TAB 5MG,6645
45802059465,LEVOCETIRIZI TAB 5MG,42435
45802059475,LEVOCETIRIZI TAB 5MG,151501
45802059487,LEVOCETIRIZI TAB 5MG,1385
45802059665,CITALOPRAM   TAB 20MG,109
45802059678,CITALOPRAM   TAB 20MG,1716
45802060801,CALCITRIOL   OIN 3MCG/GM,11067
45802061665,CITALOPRAM   TAB 40MG,115
45802061678,CITALOPRAM   TAB 40MG,928
45802062626,CETIRIZINE   SYP 1MG/ML,6274
45802063178,NAPROXEN     TAB 500MG,62
45802063190,NAPROXEN     TAB 500MG,1792
45802063732,CLOBETASOL   AER 0.05%,4117
45802063733,CLOBETASOL   AER 0.05%,8181
45802064287,ASPIRIN      TAB 81MG,1
45802065065,LORATADINE   TAB 10MG,1033
45802065078,LORATADINE   TAB 10MG,1856
45802065087,LORATADINE   TAB 10MG,29522
45802066032,CLINDAMYCIN  AER 1%,15744
45802066033,CLINDAMYCIN  AER 1%,32802
45802068028,LEVOCETIRIZI SOL 2.5/5ML,27629
45802070000,TACROLIMUS   OIN 0.1%,5057
45802070001,TACROLIMUS   OIN 0.1%,3326
45802070002,TACROLIMUS   OIN 0.1%,2711
45802070214,ASPIRIN      SUP 120MG,3
45802070230,ASPIRIN      SUP 120MG,1
45802070333,ASPIRIN      SUP 200MG,1
45802071030,BISACODYL    SUP 10MG,5
45802071708,TERCONAZOLE  SUP 80MG,62566
45802072153,CETIRIZ/PSE  TAB 5-120MG,77
45802072162,CETIRIZ/PSE  TAB 5-120MG,4447
